mineral_name,strunz_number
Allophane'Hyaloallophane',
Allophane,09.ED.20
Imogolite (?),
Hisingerite,09.ED.10
Hisingerite'Sturtite',
Hisingerite,09.ED.10
Neotocite,09.ED.20
Neotocite,09.ED.20
Antigorite,09.ED.15
Antigorite'Schweizerite',
"Lizardite (-1t,-2h)",
"Lizardite (-1t,-2h)",
Chrysotile,09.ED.15
Chrysotile,09.ED.15
Chrysotile,09.ED.15
Chrysotile,09.ED.15
Chrysotile,09.ED.15
Chrysotile,09.ED.15
Chrysotile,09.ED.15
Chrysotile,09.ED.15
Chrysotile,09.ED.15
Chrysotile,09.ED.15
"Caryopilite (1m,-1q)",
"Caryopilite (1m,-1q)",
Greenalite,09.ED.15
Fraipontite,09.ED.15
Fraipontite,09.ED.15
Amesite,09.ED.15
Kellyite,09.ED.15
Cronstedtite,09.ED.15
Cronstedtite,09.ED.15
Nepouite,09.ED.15
Pecoraite,09.ED.15
Pecoraite,09.ED.15
Brindleyite,09.ED.15
Carlosturanite,09.DJ.25
Nelenite,09.EE.15
Friedelite,09.EE.10
Mcgillite,09.EE.10
Bementite,09.EE.05
Naujakasite,09.EG.10
Plumbophyllite,09.HX.00
Tuperssuatsiaite,09.EE.20
Palygorskite,09.EE.20
Yofortierite,09.EE.20
Sepiolite,09.EE.25
Loughlinite,09.EE.25
Raite,09.EE.55
Fedorite,09.EE.80
Gyrolite,09.EE.30
Gyrolite,
Gyrolite,09.EE.30
Zeophyllite,09.EE.70
Maricopaite,09.GD.35
Cavansite,09.EA.50
Cavansite,09.EA.50
Monteregianite-(Y),
Rhodesite,09.EB.05
Rhodesite,09.EB.05
Macdonaldite,09.EB.05
Cymrite,09.EG.05
Lourenswalsite,09.EJ.05
Lourenswalsite,09.EJ.05
Wickenburgite,09.EG.55
Wickenburgite,09.EG.55
Burckhardtite,09.EC.70
Magadiite,09.EA.20
Magadiite,09.EA.20
Stratlingite,
Zussmanite,09.EG.35
Nepheline,09.FA.05
Nepheline,09.FA.05
Nepheline,09.FA.05
Nepheline,09.FA.05
Kalsilite,09.FA.05
Petalite,09.EF.05
Chkalovite,09.DM.20
Leucite,09.GB.05
Leucite,09.GB.05
Leucite,09.GB.05
Leucite,09.GB.05
Buddingtonite,09.FA.30
Buddingtonite,09.FA.30
Buddingtonite,09.FA.30
Sanidine,09.FA.30
Sanidine,09.FA.30
Sanidine,09.FA.30
Sanidine,09.FA.30
Microcline,09.FA.30
Microcline,09.FA.30
Microcline,
Microcline,
Orthoclase,09.FA.30
Orthoclase,09.FA.30
Orthoclase,09.FA.30
Orthoclase,09.FA.30
Orthoclase,09.FA.30
Orthoclase,09.FA.30
Orthoclase,09.FA.30
Orthoclase,09.FA.30
Orthoclase,09.FA.30
Orthoclase,09.FA.30
Orthoclase'Adularia',
Orthoclase,
Orthoclase,
Orthoclase'Adularia',
Orthoclase,
Orthoclase,
Orthoclase'Adularia',
Orthoclase,
Orthoclase,
Hyalophane,09.FA.30
Hyalophane,09.FA.30
Hyalophane,09.FA.30
Hyalophane,09.FA.30
Slawsonite,09.FA.50
Slawsonite,09.FA.50
Anorthoclase,09.FA.30
Anorthoclase,09.FA.30
Anorthoclase,09.FA.30
Albite,09.FA.35
Albite,09.FA.35
Albite,09.FA.35
Albite,09.FA.35
Albite,09.FA.35
Albite,09.FA.35
Albite,09.FA.35
Albite,09.FA.35
Albite'Pericline',
Albite',
Albite,09.FA.35
Albite,
Albite,
Albite,
Andesine (A Variety Of Albite),
Andesine (A Variety Of Albite),
Anorthite,
Anorthite,
Anorthite,
Labradorite (A Variety Of Anorthite),
Anorthite,
Anorthite,
Anorthite,
Anorthite,
Anorthite,09.FA.35
Anorthite,09.FA.35
Stronalsite,09.FA.60
Danburite,09.FA.65
Danburite,09.FA.65
Cancrinite,09.FB.05
Cancrinite,09.FB.05
Cancrinite,09.FB.05
Cancrinite,09.FB.05
Bystrite,09.FB.05
Bystrite,09.FB.05
Afghanite,09.FB.05
Afghanite,09.FB.05
Tounkite,09.FB.05
Sacrofanite,09.FB.05
Vishnevite,09.FB.05
Vishnevite,09.FB.05
Franzinite,09.FB.05
Franzinite,09.FB.05
Liottite,09.FB.05
Wenkite,09.GD.25
Leifite,09.EH.25
Tsaregorodtsevite,09.FB.10
Sodalite,09.FB.10
Sodalite,
Sodalite,09.FB.10
Sodalite,09.FB.10
Sodalite,09.FB.10
Nosean,09.FB.10
Nosean,09.FB.10
Hauyne,
Hauyne,
Hauyne,
Hauyne,
Hauyne,
Lazurite,09.FB.10
Lazurite,09.FB.10
Lazurite,09.FB.10
Lazurite,09.FB.10
Tugtupite,09.FB.10
Danalite,09.FB.10
Helvite,09.FB.10
Helvite,09.FB.10
Helvite,09.FB.10
Genthelvite,09.FB.10
Genthelvite,09.FB.10
Marialite,09.FB.15
Marialite,
Marialite,
Marialite,
Meionite,09.FB.15
Meionite,
Meionite,
Meionite,09.FB.15
Ussingite,09.EH.20
Bikitaite,09.GD.55
Hsianghualite,09.GB.05
Partheite,09.GB.35
Roggianite,09.GB.20
Perhamite,08.DO.20
Natrolite,09.GA.05
Natrolite,09.GA.05
Natrolite,09.GA.05
Natrolite,09.GA.05
Natrolite,09.GA.05
Natrolite,09.GA.05
Natrolite,09.GA.05
Natrolite,09.GA.05
Natrolite,09.GA.05
Natrolite,09.GA.05
Natrolite,09.GA.05
Natrolite,09.GA.05
Natrolite,09.GA.05
Natrolite,09.GA.05
Paranatrolite,09.GA.05
Gonnardite,09.GA.05
Gonnardite,09.GA.05
Mesolite,09.GA.05
Mesolite,09.GA.05
Mesolite,09.GA.05
Mesolite,09.GA.05
Mesolite,09.GA.05
Mesolite,09.GA.05
Mesolite,09.GA.05
Scolecite,09.GA.05
Thomsonite-Ca,
Thomsonite-Ca'Comptonite',
Thomsonite-Ca,
Thomsonite-Ca,
Thomsonite-Ca,
Thomsonite-Ca,
Thomsonite-Ca,
Thomsonite-Ca,
Ferrierite-Mg,
Ferrierite-Mg,
Ferrierite-Mg,
Ferrierite-Mg,
Ferrierite-Mg,
Boggsite,09.GC.30
Dachiardite-Ca,
Mordenite,09.GD.35
Mordenite,09.GD.35
Mordenite,09.GD.35
Edingtonite,09.GA.15
Laumontite,09.GB.10
Laumontite,09.GB.10
Laumontite,09.GB.10
Heulandite-Ca,
Heulandite-Ca,
Heulandite-Ca,
Heulandite-Ca,
Heulandite-Ca,
Heulandite-Ca,
Heulandite-Ca,
Heulandite-Ca,
Heulandite-Ca,
Heulandite-Ca,
Clinoptilolite-Na,
Clinoptilolite-Ca,
Stilbite-Na,
Stilbite-Ca,
Stilbite-Ca,
Stilbite-Ca,
Stilbite-Ca,
Stilbite-Ca,
Stilbite-Ca,
Stilbite-Ca,
Stilbite-Ca,
Stilbite-Ca,
Stilbite-Ca,
Stilbite-Ca,
Stellerite,09.GE.15
Goosecreekite,09.GB.25
Epistilbite,09.GD.45
Epistilbite,09.GD.45
Epistilbite,09.GD.45
Epistilbite,09.GD.45
Epistilbite,09.GD.45
Epistilbite,09.GD.45
Brewsterite-Sr,
Brewsterite-Sr,
Cowlesite,09.GG.05
Cowlesite,09.GG.05
Gismondine,09.GC.05
Gismondine,09.GC.05
Gismondine,09.GC.05
Gismondine,09.GC.05
Gismondine,09.GC.05
Gismondine,09.GC.05
Garronite-Ca,
Garronite,09.GC.05
Phillipsite-Na,
Phillipsite-Na,
Phillipsite-Na,
Phillipsite-Na,
Phillipsite-K,
Phillipsite-Ca,
Phillipsite-Ca,
Harmotome,09.GC.10
Harmotome,09.GC.10
Harmotome,09.GC.10
Harmotome,09.GC.10
Montesommaite,09.GB.30
Yugawaralite,09.GB.15
Yugawaralite,09.GB.15
Willhendersonite,09.GD.10
Chabazite-Na,
Chabazite-Na,
Chabazite-Na'Herschelite',
Chabazite-Na,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Chabazite-Ca,
Tschernichite,09.GF.30
Tschernichite,09.GF.30
Gmelinite-Na,
Gmelinite-Na,
Gmelinite-Na,
Levyne-Ca,
Levyne-Ca,
Levyne-Ca,
Offretite,09.GD.25
Offretite,09.GD.25
Offretite,09.GD.25
Mazzite-Mg,
Erionite-Na,
Erionite-K,
Erionite-Ca,
Erionite-Ca,
Perlialite,09.GC.25
"Analcime (-1c,-1q,-1o,-1m)",
"Analcime (-1c,-1q,-1o,-1m)",
"Analcime (-1c,-1q,-1o,-1m)",
"Analcime (-1c,-1q,-1o,-1m)",
"Analcime (-1c,-1q,-1o,-1m)",
"Analcime (-1c,-1q,-1o,-1m)",
"Analcime (-1c,-1q,-1o,-1m)",
"Analcime (-1c,-1q,-1o,-1m)",
"Analcime (-1c,-1q,-1o,-1m)",
"Analcime (-1c,-1q,-1o,-1m)",
Pollucite,09.GB.05
Pollucite,09.GB.05
Wairakite,09.GB.05
Faujasite-Na,
Paulingite-Ca,
Iidateite (?),
Hydrougrandite = Discredited,
Eulytite = Eulytine,
Almandite = Almandine,
Demantoide = Andradite,
Mackintoshite = Thorogummite,
Malacon = Zircon,
Melanite = Titanian Andradite,
Agricolite = Eulytite,
Hibschite = Grossular Hydroxyl Variety,
Hydrogrossular = Hibschite-Katoite,
Yamatoite = Momoiite,
Olivine = Fayalite-Forsterite Or Olivine Group,
Phenacite = Phenakite,
Peridot = Forsterite,
Garnet = Garnet Supergroup,
Hessonite = Grossular,
Hydro Ugrandite = Hydrougrandite (Discredited),
Rothoffite = Andradite,
Kalkeisengranat = Andradite,
Spessartite = Spessartine,
Cyrtolite = Zircon,
Topazolite = Andradite,
Kalkgranat = Andradite,
Bakerite = Datolite,
Uranotile Beta = Uranophane Beta,
Fibrolite = Sillimanite,
Ellestadite,
Disthene = Kyanite,
Yttrotitanite = Titanite,
Sphene = Titanite,
Chiastolite = Andalusite,
Crucite = Chiastolite = Andalusite,
Cyanite = Kyanite,
Uranotile = Uranophane,
Keilhauite = Yttrian Titanite,
Staurotide = Staurolite,
Rothbraunsteinerz = Rhodonite,
Thulite = A Pink Zoisite Manganoan Variety,
Strontiopiemontite = Piemontite-(Sr),
Tanzanite = Zoisite,
Idocrase = Vesuvianite,
Zinkkieselerz = Hemimorphite,
Californite = Vesuvianite,
Calamine = Hemimorphite,
Zinkglaserz = Hemimorphite,
Orthite = Allanite-(Ce),
Yttroorthite (Yttro Orthite) = Allanite-(Y),
Woehlerite = Wohlerite,
Lievrite = Ilvaite,
Melinophane = Meliphanite,
"Saussurite = Zoisite, Scapolite, Etc.",
Uvite = A New Oxy-Tourmaline?,
Dichroite = Cordierite,
Emerald = Beryl,
Tourmaline = Tourmaline Group,
Iolite = Cordierite,
Emeraude = Emerald = Beryl,
Aiguemarine (Aigue-Marine) = Aquamarin = Beryl,
Esmeralda = Emerald = Beryl,
Smaragd = Emerald = Beryl,
Smeraldo = Emerald = Beryl,
Pinite = Altered Cordierite,
Iron Cordierite = Sekaninaite,
Cuivre Hydrosiliceux = Chrysocolla,
Smaragd = Emerald = Beryl,
Schörl = Schorl,
Ferro-Axinite = Axinite-(Fe),
Buergerite = Fluorbuergerite,
Eucolite = Eudialyte,
Manganaxinite = Axinite-(Mn),
Joaquinite = Joaquinite Group,
Verdelite = Elbaite Or Schorl,
Axinite = Axinite-(Fe) Or -(Mg) Or -(Mn),
Strontio Orthojoaquinite=Strontioorthojoaquinite,
Vanadiumdravite = Oxyvanadiumdravite,
Ferroaxinite = Axinite-(Fe),
Kupfergrun = Chrysocolla,
Aquamarine = Beryl,
Rubellite = Elbaite,
Strahlstein = Actinolite,
Smaragdite,
Shepardite (Of Rose) = Enstatite,
Barkevikite = Ferrohornblende,
Chloromelanite = Jadeite,
Pyroxene = Pyroxene Group,
"Amianthus=Tremolite, Actinolite, Chrysotile, etc",
Ramsayite = Lorenzenite,
Planchéite = Plancheite,
Byssolite = Actinolite-Tremolite,
Violan = Diopside,
Bronzite = Ferroan Enstatite,
Diallage = Diopside,
Baikalite = Diopside,
"Amianthus=Tremolite, Actinolite, Chrysotile, etc",
Uralite = Amphibole Pseudomorphous After Pyroxene,
Amphibole = Amphibole Group,
Amosite = Mainly Grunerite,
Ureyite = Kosmochlor,
Varaite = Namansilite,
Schefferite = Manganoan Aegirine,
Fowlerite = Zincian Rhodonite,
"Hornblende = Ferrohornblende, Magnesiohornblende",
Hypersthene = Enstatite-Ferrosilite,
Hiddenite = Spodumene,
Jade,
Hexagonite = Manganoan Tremolite,
Klipsteinite = Altered Rhodonite,
Kunzite = Spodumene,
Crocidolite = Riebeckite,
Grammatite = Tremolite,
Crossite = Glaucophane Or Riebeckite,
Magnesioanthophyllite = Anthophyllite,
Magnesiocummingtonite = Cummingtonite,
Fassaite = Diopside Or Augite,
Enigmatite = Aenigmatite,
Nephrite = Actinolite,
Parawollastonite = Wollastonite-2m,
Salite = Sahlite = Diopside,
Lavrovite = Diopside,
Orthopyroxene = Series In Pyroxene Group,
Dannemorite = Manganogrunerite,
Acmite = Aegirine,
Litidionite = Lithidionite,
Clinopyroxene = Series In Pyroxene Group,
Rothstein = Rhodonite Or Rhodochrosite,
Rothspath = Rhodonite Or Rhodochrosite,
Bisbeeite = Plancheite-Chrysocolla (?),
Magnesiumastrophyllite = Lobanovite,
Magnesium Astrophyllite = Lobanovite,
Errite = Parsettensite,
Mariposite = Chromian Phengite = Muscovite,
Ferroschallerite = Nelenite,
Hydromuscovite = Illite,
Meroxene = Biotite,
Hyaloallophane = Allophane + Hyalite,
Manganophyllite = Manganoan Biotite,
Sericite,
Frauenglas = Mica,
Oellacherite = Barian Muscovite,
Dubuissonite = Montmorillonite,
Ferriannite (Ferri-Annite) = Tetraferriannite,
Catgold (Cat Gold) = Muscovite,
Ripidolite = Ferroan Clinochlore,
Deweylite = Clinochrysotile-Lizardite (?),
Mica = Mica Group,
Lepidomelane = Ferrian Biotite,
Jefferisite = Vermiculite,
Kammererite = Chromian Clinochlore,
Kaolinite-Smectite = Clay Minerals,
Argent Des Chats = Muscovite,
Griffithite = Ferroan Saponite,
Potstone = Talc,
Glimmer = Mica,
Garnierite,
Lepidolite = Trilithionite,
Or Des Chats = Muscovite,
Leuchtenbergite = Clinochlore,
Garnierite,
Fuchsite = Chromian Muscovite,
Pennine = Clinochlore,
Orthochrysotile = Chrysotile,
Damourite = Muscovite,
Fluorapophyllite = Apophyllite-(Kf),
Glagerite = Halloysite,
Bastonite = Biotite,
Taeniolite = Tainiolite,
Centrallasite = Gyrolite,
Schweizerite = Serpentine,
Straetlingite = Stratlingite,
Sericite = Muscovite,
Phengite = A Series Name,
Brammallite = A Series Name,
Steatite = Talc,
Serpentine = Serpentine Group,
Penninite = Clinochlore,
Sturtite = Hisingerite Or Neotocite,
Apophyllite=Apophyllite-(Kf) Or -(Koh) Or -(Naf),
"Alurgite = Mg, Fe, Mn Muscovite",
Zinnwaldite = Siderophyllite-Polylithionite,
Volchonskoite = Volkonskoite,
Allevardite = Rectorite,
"Biotite (-1m,-2m,-5m1,-6a) = Series Name",
Smectite = Smectite Group,
Chlorite = Chlorite Group,
Illite = A Series Name,
Frauenglas = Muscovite,
Chrysotile,
Marienglas = Muscovite Or Gypsum,
Clinochlore Manganoan = Clinochlore,
Amazonite = Microcline,
Adulare = Orthoclase,
Tetranatrolite = Gonnardite,
Glaucolite = Glaukolite,
Sodalite,
Analcite = Analcime,
Lapis Lazuli = Lazurite,
Kalifeldspath,
Wernerite = Marialite-Meionite,
Adularia = Orthoclase,
Pericline = Albite,
Alkali Feldspars = Feldspars With K+ And Na+,
Peristerite = Albite,
Herschelite = Chabazite-Na,
K-Feldspar,
Desmine = Stilbite,
Mizzonite = Marialite-Meionite,
Feldspar = Feldspar Group,
Epidesmine = Stilbite,
Scapolite = Marialite-Meionite,
Ptilolite = Mordenite,
Comptonite = Thomsonite,
Dipyre = Scapolite,
Adulaire = Orthoclase,
Soda Feldspar = Albite,
Orthose = Orthoclase,
Plagioclase = Feldspar Group,
Levynite = Levyne,
Glaukolite = Scapolite = Meionite-Marialite,
Feldspath = Feldspar Group,
Cleavelandite = Albite,
Whewellite,10.AB.45
Whewellite,10.AB.45
Whewellite,10.AB.45
Whewellite,10.AB.45
Whewellite,10.AB.45
Whewellite,10.AB.45
Whewellite,10.AB.45
Humboldtine,10.AB.05
Mellite,10.AC.05
Kratochvilite,10.BA.25
Kratochvilite,10.BA.25
Simonellite,10.BA.45
Hoelite,10.CA.15
Branchite,10.BA.10
Fichtelite,10.BA.05
Carpatite,10.BA.30
Carpatite V. Pendletonite,
Idrialite,10.BA.20
Amber,
Amber,
Amber,
Amber,
Amber,
Amber,
Amber,
Amber,
Amber,
Kladnoite,10.CA.25
Kladnoite,10.CA.25
Kladnoite,10.CA.25
Jais = Jet (Gemstone From Hard Black Lignite),
Jet (Gemstone From Hard Black Lignite),
Bernstein = Amber,
Succinite = Amber,
Gold,
Gold,
Gold,
Gold,
Oosterboschite,02.BC.10
Oosterboschite,02.BC.10
Oosterboschite,02.BC.10
Oosterboschite,02.BC.10
Djurleite,02.BA.05b
Eucairite,02.BA.25d
Tiemannite,02.CB.05a
Eskebornite,02.CB.10a
Clausthalite,02.CD.10
Clausthalite,02.CD.10
Clausthalite,02.CD.10
Clausthalite,02.CD.10
Clausthalite,02.CD.10
Clausthalite,02.CD.10
Clausthalite,02.CD.10
Brannerite,04.DH.05
Uraninite,04.DL.05
Holfertite,04.GB.70
Schmitterite,04.JK.70
Emmonsite,04.JM.10
Poughite,04.JN.10
Cliffordite,04.JK.75
Lanthanite-(Ce),
Grimselite,05.ED.35
Schrockingerite,
Schrockingerite,
Schrockingerite,
Schrockingerite,
Theisite,08.BE.75
Nevadaite,08.DC.60
Fluellite,08.DE.10
Torbernite,08.EB.05
Torbernite,08.EB.05
Zeunerite,08.EB.05
Zeunerite,08.EB.05
Metazeunerite,08.EB.10
Asselbornite,08.ED.10
Tyuyamunite,04.HB.25
Mosandrite,09.BE.20
Mosandrite,09.BE.20
Mosandrite,09.BE.20
Mosandrite,09.BE.20
Vyuntspakhkite-(Y),
Nitratine,05.NA.05
Nitratine,05.NA.05
Niter,05.NA.10
Nahcolite,05.AA.15
Nahcolite,05.AA.15
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Calcite,05.AB.05
Magnesite,05.AB.05
Magnesite,05.AB.05
Magnesite,05.AB.05
Magnesite,05.AB.05
Magnesite,05.AB.05
Siderite,05.AB.05
Siderite'Sphaerosiderite',
Siderite,05.AB.05
Siderite,05.AB.05
Siderite,05.AB.05
Siderite,05.AB.05
Siderite,05.AB.05
Siderite,05.AB.05
Siderite,05.AB.05
Siderite,05.AB.05
Rhodochrosite,05.AB.05
Rhodochrosite,05.AB.05
Rhodochrosite,05.AB.05
Rhodochrosite,05.AB.05
Rhodochrosite,05.AB.05
Rhodochrosite,05.AB.05
Rhodochrosite,05.AB.05
Rhodochrosite,05.AB.05
Rhodochrosite,05.AB.05
Smithsonite,05.AB.05
Smithsonite,05.AB.05
Smithsonite,05.AB.05
Smithsonite,05.AB.05
Smithsonite,05.AB.05
Smithsonite,05.AB.05
Smithsonite,05.AB.05
Smithsonite,05.AB.05
Smithsonite'Monheimite',
Smithsonite,05.AB.05
Spherocobaltite,05.AB.05
Spherocobaltite,05.AB.05
Gaspeite,05.AB.05
Gaspeite,05.AB.05
Dolomite,05.AB.10
Dolomite,05.AB.10
Dolomite,05.AB.10
Dolomite,05.AB.10
Dolomite,05.AB.10
Dolomite'Ferroan Dolomite',
Dolomite,05.AB.10
Dolomite,05.AB.10
Dolomite,05.AB.10
Dolomite'Teruelite',
Dolomite,05.AB.10
Ankerite,05.AB.10
Ankerite,05.AB.10
Ankerite,05.AB.10
Kutnohorite,05.AB.10
Kutnohorite,05.AB.10
Kutnohorite,05.AB.10
Kutnohorite,05.AB.10
Kutnohorite'Calciokutnohorite',
Kutnohorite,05.AB.10
Norsethite,05.AB.30
Huntite,05.AB.25
Huntite,05.AB.25
Benstonite,05.AB.55
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite'Aragonite Pisolithique',
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite'Aragonite Coralloide',
Aragonite'Aragonite Coralloide',
Aragonite'Aragonite Coralloide',
Aragonite'Aragonite Coralloide',
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite,05.AB.15
Aragonite'Tarnowitzite',
Strontianite,05.AB.15
Strontianite,05.AB.15
Witherite,05.AB.15
Witherite,05.AB.15
Witherite,05.AB.15
Cerussite,05.AB.15
Cerussite,05.AB.15
Cerussite,05.AB.15
Cerussite,05.AB.15
Cerussite,05.AB.15
Cerussite,05.AB.15
Cerussite,05.AB.15
Cerussite,05.AB.15
Cerussite,05.AB.15
Cerussite,05.AB.15
Cerussite,05.AB.15
Cerussite,05.AB.15
Cerussite,05.AB.15
Alstonite,05.AB.35
Barytocalcite,05.AB.45
Barytocalcite,05.AB.45
Burbankite,05.AC.30
Azurite,05.BA.05
Azurite'Chessylite',
Azurite,05.BA.05
Azurite,05.BA.05
Azurite,05.BA.05
Azurite,05.BA.05
Azurite'Chessylite',
Azurite'Chessylite',
Azurite'Chessylite',
Azurite,05.BA.05
Azurite,05.BA.05
Azurite,05.BA.05
Azurite'Chessylite',
Azurite,05.BA.05
Azurite,05.BA.05
Azurite,05.BA.05
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Malachite,05.BA.10
Georgeite,05.BA.10
Pokrovskite,05.BA.10
Mcguinnessite,05.BA.10
Mcguinnessite,05.BA.10
Mcguinnessite,05.BA.10
Mcguinnessite,05.BA.10
Kolwezite,05.BA.10
Glaukosphaerite,05.BA.10
Nullaginite,05.BA.10
Rosasite,05.BA.10
Rosasite,05.BA.10
Rosasite,05.BA.10
Zincrosasite,05.BA.10
Hydrozincite,05.BA.15
Hydrozincite,05.BA.15
Aurichalcite,05.BA.15
Aurichalcite,05.BA.15
Dawsonite,05.BB.10
Dawsonite,05.BB.10
Dawsonite,05.BB.10
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Tunisite,05.BB.15
Northupite,05.BF.05
Sabinaite,05.BB.20
Sabinaite,05.BB.20
Sabinaite,05.BB.20
Brenkite,05.BC.05
Brenkite,05.BC.05
Defernite,05.BA.25
Defernite,05.BA.25
Defernite,05.BA.25
Defernite,05.BA.25
Defernite,05.BA.25
Defernite,05.BA.25
Bastnasite-(Ce),
Bastnasite-(Ce),
Bastnasite-(Ce),
Bastnasite-(Ce),
Parisite-(Ce),
Parisite-(Ce),
Synchysite-(Y),
Synchysite-(Ce),
Synchysite-(Ce),
Synchysite-(Ce),
Synchysite-(Ce),
Synchysite-(Ce),
Synchysite-(Nd),
Cordylite-(Ce),
Shannonite,05.BE.05
Shannonite,05.BE.05
Hydrocerussite,05.BE.10
Phosgenite,05.BE.20
Phosgenite,05.BE.20
Phosgenite,05.BE.20
Phosgenite,05.BE.20
Phosgenite,05.BE.20
Phosgenite,05.BE.20
Bismutite,05.BE.25
Kettnerite,05.BE.30
Kettnerite,05.BE.30
Beyerite,05.BE.35
Beyerite,05.BE.35
Nesquehonite,05.CA.05
Nesquehonite,05.CA.05
Nesquehonite,05.CA.05
Lansfordite,05.CA.10
Hellyerite,05.CA.20
Monohydrocalcite,05.CB.20
Monohydrocalcite,05.CB.20
Thermonatrite,05.CB.05
Natron,05.CB.10
Trona,05.CB.15
Trona,05.CB.15
Trona,05.CB.15
Gaylussite,05.CB.35
Chalconatronite,05.CB.40
Lanthanite-(Ce),
Lanthanite-(Nd),
Kimuraite-(Y),
Kimuraite-(Y),
Lokkaite-(Y),
Lokkaite-(Y),
Weloganite,05.CC.05
Hydromagnesite,05.DA.05
Dypingite,05.DA.05
Dypingite,05.DA.05
Artinite,05.DA.10
Artinite,05.DA.10
Coalingite,05.DA.55
Brugnatellite,05.DA.45
Brugnatellite,05.DA.45
Manasseite = Hydrotalcite,
Hydrotalcite,05.DA.50
Stichtite,05.DA.50
Stichtite,05.DA.50
Pyroaurite,05.DA.50
Pyroaurite,05.DA.50
Desautelsite,05.DA.50
Desautelsite,05.DA.50
Takovite,05.DA.50
Takovite,05.DA.50
Takovite,05.DA.50
Reevesite,05.DA.50
Reevesite,05.DA.50
Reevesite,05.DA.50
Alumohydrocalcite,05.DB.05
Alumohydrocalcite'Knipovichite',
Zaratite,05.DA.70
Zaratite,05.DA.70
Zaratite,05.DA.70
Kambaldaite,05.DA.20
Kambaldaite,05.DA.20
Callaghanite,05.DA.25
Ancylite-(Ce),
Ancylite-(Ce),
Gysinite-(Nd),
Gysinite-(Nd),
Hydrodresserite,05.DB.15
Montroyalite,05.DB.35
Dundasite,05.DB.10
Dundasite,05.DB.10
Dundasite,05.DB.10
Dundasite,05.DB.10
Dundasite,05.DB.10
Petterdite,05.DB.10
Schuilingite-(Nd),
Schuilingite-(Nd),
Grimselite,05.ED.35
Nordenskioldine,
Pinakiolite,06.AB.35
Hulsite,06.AB.45
Ludwigite,06.AB.30
Ludwigite'Breislakite',
Ludwigite,06.AB.30
Ludwigite,06.AB.30
Vonsenite,06.AB.30
Azoproite,06.AB.30
Fredrikssonite,06.AB.30
Orthopinakiolite,06.AB.40
Chestermanite,06.AB.40
Chestermanite,06.AB.40
Gaudefroyite,06.AB.60
Fluoborite,06.AB.50
Fluoborite'Nocerite',
