catalog_number,location
42532,"Fontouro Xavier, Rio Grande do Sul, Brazil"
42533,"Norilsk, USSR"
42534,"Val Val, Tavetsch, Grisons, Switzerland"
42538,"Armenholz, Arlesheim, Basel-Landschaft, Switzerland"
42539,"Hornichopf, Arlesheim, Basel-Landschaft, Switzerland"
42540,"Eichmatt, Arlesheim, Baselland, Switzerland"
42541,"Spitzenflüeli, Büren, Solothurn, Switzerland"
42542,"Fasiswald, Hägendorf, Solothurn, Switzerland"
42543,"unteres Geretal, Oberwald, Valais, Switzerland"
42544,"Flussbett des Rio Chico, Dorf Bocas del Tigre, Panama"
42545,"Regio Egilsstadir, Iceland"
42546,"Solfatara von Nörmaskart, Iceland"
42547,"Panama CJ 89-20-03, Panama"
42548,"Pik Martschenko, Mount Kukisvumhovv, Khibini Massiv, Halbinsel Kola, USSR"
42553,"Courchaton, Haute Saône, France"
42557,"Toussit, Morocco"
42559,"N'chwaning Mine, Kuruman, South Africa"
42560,"Col du Bétafie, Faugères, Hérault, France"
42562,"Saint Martin de l'Arcon, Hérault, France"
42563,"Wattwiller (Wattweiler), Cernay, Thann, Haut-Rhin, France"
42564,"Mine Thérèse, Ensisheim, Haut-Rhin, France"
42565,"Willer-sur-Thur, Thann, Haut-Rhin, France"
42571,"Bavans, Montbéliard, Doubs, France"
42573,"Mollau, Haut Rhin, France"
42578,"Dionboko, Mali"
42580,"angebl. Ahonolinga, Kamerun (eher Dionboko, Mali)"
42581,"Ellweiler, Birkenfeld, Germany"
42583,"Otjiwarongo, Namibia"
42584,"Glatschach, Dellach an der Drau, Kärnten, Austria"
42588,"Nieder-Schlema, Erzgebirge, Saxony, Germany"
42632,"Ochsenfeld, Binntal, Valais, Switzerland"
42634,"Reckibach, Binntal, Valais, Switzerland"
42636,"Schmidigen Wissi, Binntal, Valais, Switzerland"
42642,"Turtschi, Binntal, Valais, Switzerland"
42644,"Messerbach near Lengenbach, Binntal, Valais Switzerland"
42646,"Mässerbach, Binn, Valais Switzerland"
42647,"Crevola, Domodossola, Piemonte, Italy"
42649,"Halse, Binn, Valais, Switzerland"
42665,"Camaiba, Brazil"
42667,"Catamarga, Argentina"
42671,"Omarruru, Namibia"
42678,Fischbach (near Idar-Oberstein an der Nahe) Germany
42686,"Fontemaure, France"
42689,"Bergheim, Ribeauvillé, Haut Rhin, France"
42701,"Baikalsee, Russia"
42707,"Süd-Touraine, France"
42711,"Omaruru, Namibia"
42714,"Kaschmir, India"
42719,"Outjo, Namibia"
42720,"Süd-Janka, Baikalsee, Russia"
42722,Pakistan
42725,"Furka, Switzerland"
42726,"Savos le Bas, France"
42728,"Tirodi Mine, Madhya Pradesh, India"
42731,"44. Sohle, Tsumeb, Namibia"
42732,"Sierra Amorillo, Atacama-Wüste, Chile"
42734,"Monument Nr. 2 Mine, Apache County, Arizona, USA"
42735,"Dara-i-Pioz, Tajikistan, USSR"
42736,"Zlaty Kopec, Erzgebirge, Bohemia, Czechoslovakia"
42738,"Järkvissle, Sweden"
42739,"Christmas Mine, Pima County, Arizona, USA"
42741,"Island Greux, Bretagne, France"
42742,"Bayerland, Waldsassen, Oberpfalz, Germany"
42743,"Copper King Mine, Maggie Creek District, Nevada, USA"
42745,"Burpala, Baikal, USSR"
42747,"Jakobsberg, Sweden"
42748,"Chillaton, Devon, United Kingdom"
42749,"1208 m, 12. Sohle, Kombat, Namibia (Fund 1984)"
42751,"Aurora Mine, Hamilton, Nevada, USA"
42752,"Uranium King Encapment, Wyoming, USA"
42753,"Terlingua, Texas, USA"
42756,"Greenwood, Oxford, Maine, USA"
42757,"Hüttenberger Erzberg, Austria"
42758,"L'Amône, Val Ferret, Valais, Switzerland"
42759,"Monte Agueglio, Como, Italy"
42761,"Badakhschan, Afghanistan"
42769,"Buffare, Valle di San Nicolo, Fassa, Tirol, Italy"
42771,"altes Mine Cave di Amianto, Franscia, Province Sondrio, Italy"
42776,"Catamarca, Argentina"
42777,"Schaft 1, N'chwaning, South Africa"
42780,"Schaft 7, N'chwaning, South Africa"
42782,"N'chwaning 2, South Africa"
42783,"Tincalayu Mine, Solta Province, Argentina"
42786,"Tonopah-Belmont Mine, Maricopa County, Arizona, USA"
42787,"Pollena, Napoli, Italy"
42792,"Moctezuma Mine, Moctezuma, Sonora, Mexico"
42794,"Moon Anchor Mine, Maricopa County, Arizona, USA"
42795,"Hoskins Mine, New South Wales, Australia"
42796,"Dalnegorsk, USSR"
42801,"Bernstein, Burgenland, Austria"
42802,"Zephyr Hills, Florida, USA"
42804,"Quarry La Charuque, Péry, Bern, Switzerland"
42805,"Windhoek, Namibia"
42806,"Ächtelmatt, Anwil, Basel-Landschaft, Switzerland"
42808,"Super County, New Jersey, USA"
42809,"Kiesgrube südl. Cernay, Haut Rhin, France"
42811,"Carrière Puy de Corent-Face, Puy de Dôme, Auvergne, France"
42815,Taiwan
42816,"Thermen von Hokuto, Taiwan"
42817,"Cavnik, Transylvania, Romania"
42820,"Cuasso al Monte, Porto Ceresio, Italy"
42821,"Voltena near Siena (Volterra), Italy"
42822,"Arzebun, Province Mazenderan, Iran"
42827,"Eschbach, Waldshut, Baden-Württemberg, Germany"
42847,"Furtschella, Val d'Err, Tinizong-Rona, Grisons, Switzerland"
42848,"Alpe di Brusino, Brusino Arsizio, Ticino, Switzerland"
42852,"Adit Stockalper, Gondo, Valais, Switzerland"
42853,"Rossberg, Thann, Haut-Rhin, France"
42858,"Quarry near Seewen, Schwyz, Schwyz, Switzerland"
42871,"Oberhallau, Schaffhausen, Switzerland"
42872,"südwestl. Ferden, Valais, Switzerland"
42873,"Monte Casolo, Porto Ceresio, Varese, Italy"
42907,"Hauenstein-Passhöhe, Hauenstein-Ifenthal, Solothurn, Switzerland"
42940,"Gächlingen, Schaffhausen, Switzerland"
42948,"Maun Traviers, Tujetsch, Grisons, Switzerland"
42951,"Ober Diegten, Diegten, Basel-Landschaft, Switzerland"
42953,"Lumbrein, Grisons, Switzerland"
42968,"Valle di Freggio, Osco, Ticino, Switzerland"
42982,"Schore, Rumisberg, Bern, Switzerland"
42986,"Reckibach, Binn, Valais, Switzerland"
42987,"Langenbruck, Basel-Landschaft, Switzerland"
42991,"Heidbach, Schin, Vaz/Obervaz, Grisons, Switzerland"
42992,"Lengenbach, Binntal, Valais Switzerland"
42993,"Spinadasc, Le Prese, Grisons, Switzerland"
42994,"Stallerbergpass, Avers, Grisons, Switzerland"
42996,"Gorb, Binntal, Valais, Switzerland"
42997,"Ijollital, Bez. Raron, Valais Switzerland"
42998,"Zermatt, Switzerland (sicher falsch! wohl: Habichtswald, Kassel, Germany)"
42999,"Zeche Zollverein, Essen, Germany"
43001,"Quarry Detzeln, Waldshut, Baden-Württemberg, Germany"
43030,"Quarry Dörflinger, Lütschenbach, Malsburg, Kandern, Lörrach, Baden-Württemberg, Germany"
43047,"Granitsteinbruch Seider, Malsburg, Kandern, Lörrach, Baden-Württemberg, Germany"
43052,"Canneto, Province Pisa, Italy"
43057,"1. Mine rechts a. d. Weg von Midelt nach Mibladen, Morocco"
43059,"Erkundungsstollen, Mont Chemin, Vollèges, Valais, Switzerland"
43067,"Oberblatthorn, Ried-Brig, Valais, Switzerland"
43069,"Eisenbergwerk Gonzen, Sargans, St. Gallen, Switzerland"
43072,"Tanatzalp (Danatzalp), Splügen, Grisons, Switzerland"
43077,"Caresse, Pyrénées, France"
43078,"Batopilas, Mexico"
43080,"Marun Massiv, Sibirien, USSR"
43081,"Anjanabonoina, Madagascar"
43082,"Carcasson-Lagrasse, France"
43084,"Chenzhou, China"
42007,"N. Michigan, Lake Superior District, USA"
42009,"Glatschachgraben, Kärnten, Austria"
42010,"Mine Fromm, Sulzbach-Rosenberg, Germany"
42011,"Hammerunterwiesenthal, Erzgebirge, Germany"
42014,"St. Gertraudit, Tirol, Austria"
42015,"Claytonville, California, USA"
42187,"Björdammen, Norway"
42188,"Elefantenhöhle, Mount Eglon, Kenya"
42191,"Bauga Thia, Chantaburri, Thailand"
42192,"Ahrntal, Zillertal, Tirol, Austria"
42195,"Wasenhorn, Ried-Brig, Valais, Switzerland"
42202,"Brienzerberg, Brienz, Bern, Switzerland"
42205,"Fontanivas, Disentis/Mustèr, Grisons, Switzerland"
42207,"Sarawak, Nord-Borneo"
42208,"Leoben, Eisenerz, Steiermark, Austria"
42210,"Emmet, Idaho, USA"
42213,"Krasna Hora, Bohemia, Czechoslovakia"
42214,"Nowy Kosciol, Neukirch, Silesia, Poland"
42222,"Ploczki Gorne, Löwenberg, Silesia, Poland"
42223,"Er di Redenett, Roveredo, Grisons, Switzerland"
42226,"Suggenthal/Suggental, Waldkirch, Emmendingen, Baden-Württemberg, Germany"
42227,"Hill-Top-Mine, Dona Ana County, New Mexico, USA"
42228,"Spurr Mine, Marquette County, Michigan, USA"
42229,"Power's Farm, Pierrepont, New York, USA"
42230,"Geissweg, Leuk, Valais, Switzerland"
42233,"Lees, Leukerbad, Valais, Switzerland"
42239,"Lochwald, Leukerbad, Valais, Switzerland"
42242,"Rischür Graben, Leuk, Valais, Switzerland"
42244,"Neuer Weg, Leuk, Valais, Switzerland"
42248,"Torrent, Leuk, Valais, Switzerland"
42252,"Galang, Leuk, Valais, Switzerland"
42253,"Daubensee, Leukerbad, Valais, Switzerland"
42255,"Restipass, Ferden, Valais, Switzerland"
42256,"Velbert, Bergisches Land, Germany"
42258,"Turtmann, Valais; Altrhein/ Rein da Medel, Disentis/Mustér, Grisons, Switzerland"
42260,"Quarry Lumbrein, Grisons, Switzerland"
42263,"Sasso Moro, Val Malenco, Italy"
42264,"Opalinus-Tongrube, Böttstein, Aargau, Switzerland"
42265,"Tgant Ladrung, Tiefencastel, Grisons, Switzerland"
42266,"Turbechepf (Köpfe near Turben), Binn, Valais, Switzerland"
42269,"Wheeler Park, White Pine County, Nevada, USA"
42273,"Stetten, Haigerloch, Baden-Württemberg, Germany"
42030,"Acquanera, Val Malenco, Italy"
42039,"Rocca Castellaccio, Val Malenco, Italy"
42043,"Varuträsk, Boliden, Sweden"
42056,"Island Fehmarn, Ostsse, Germany"
42059,"Marambaia, Minas Gerais, Brazil"
42062,"Schynschlucht, Thusis, Domleschg, Grisons, Switzerland"
42064,"Monti di Laura, Roveredo, Grisons, Grisons, Switzerland"
42065,"Galileia Mine, Minas Gerais, Brazil"
42066,"Sapucaia Mine, Minas Gerais, Brazil"
42067,"Virgem da Lapa, Brazil"
42069,"Golconda, Brazil"
42070,"Schlottwitz, Saxony, Germany"
42082,"Sandageren, Island Fyn, Denmark"
42083,"Niobe Denkmal, Island Fehmarn, Ostsse, Germany"
42086,"Alexanderschacht, Planitz near Zwickau, Saxony, Germany"
42087,"Kejser Franz Josephs Fjord, Greenland, Denmark"
42090,"Quarry Juchem, Idar-Oberstein an der Nahe, Germany"
42091,"St. Niklausen, Kerns, Obwalden, Switzerland"
42092,"Kurhaus Abendsmatt, Lampenberg, Basel-Landschaft, Switzerland"
42094,"Hésingue (Häsingen), Saint-Louis, Haut-Rhin, France"
42098,"Winton, Mount Isa, Nordwest-Queensland, Australia"
42100,"Adit Celina, Gondo, Simplon, Valais, Switzerland"
42101,"Lemmenjoki Fluss, Lappland, Finland"
42104,"Paraiba, Brazil"
42106,"alte Klüfte, Chessituren (unteres Kessiturm) am Grimselsee, Guttannen, Bern, Switzerland"
42107,"Cava Pistoletti, Rivasco di Premia, Novara, Italy"
42111,"Inder (-Boratlagerstätten), Kazakhstan, USSR"
42117,"Mad, Zemplen-Gebirge, Hungary"
42118,"Bicske-Zsambeki, Fejer, Hungary"
42120,"Gyöngyösoroszi, Matra-Gebirge, Hungary"
42121,"Geisingberg, Geising, Germany"
42123,"Altendorf, Chemnitz, Saxony, Germany"
42127,"Kipushi, Zaire (Congo)"
42129,"Socrates Mine, The Geysers, Sonoma County, California, USA"
42130,"Murun Massiv, Yakutsk, Ost-Sibirien, USSR"
42132,"Stuckslager Claim, Granit Creek, Coloma El Dorado County, California, USA"
42136,"Chaidarkan, Kirgisien, USSR"
42137,"New Bullfrog Mine, Nye County, Nevada, USA"
42138,"Allchar, North Macedonia, Turkey"
42139,"Noon Auchor Mine, Maricopa County, Arizona, USA"
42140,"Hohenlimburg, Hagen, Sauerland, Germany"
42142,"Querétaro, Esto, Mexico"
42143,"Sierra de Jalpan, Esto Querétaro, Mexico"
42144,"Mina ""La Carbonera"", Querétaro, Mexico"
42148,"Quarry zw. Montauban + St. Mamet, Bagnères, France"
42157,"Lumnezia, Grisons, Switzerland"
42158,"Kleinlützel, Lützeltal, Jura, Switzerland"
42163,"Mount Rasvumtschorr, Chibiny, Halbinsel Kola, USSR"
42165,"Mine Adler, Eisern, Siegen, Nassau, Westfalen, Germany"
42166,"Lovozero, Halbinsel Kola, USSR"
42168,"5 Mile Pass, Tooele County, Utah, USA"
42169,"Kovdor, Halbinsel Kola, USSR"
42170,"Walgidee Hills, Western Australia, Australia"
42171,"Daro-i-Pioz, Tajikistan"
42176,"Ashburton Dows, Western Australia, Australia"
42177,"Mina ""Nieves"", La Llacuna, Barcelona, Spain"
42178,"Pola de Lena, Asturias, Spain"
42179,"Wölch, Saualpe, Kärnten, Austria"
42181,"Fesselflugplatz, Büsserach, Solothurn, Switzerland"
42182,"Liesberg, Birstal, Switzerland"
42184,"Krym, Ukraine"
42185,"Tsilaisina, Madagascar"
42186,"Poluostrov, Halbinsel Kola, USSR"
43087,"Pitcher, Oklahoma, USA"
43088,"Baxter Springs, Kansas, USA"
43095,"Maxonchamps, Remiremont, Vosges, France"
43097,"Zimmersrode, Hesse, Germany"
43099,"Cartagena, Spain"
43100,"Niedersachswerfen, Germany"
43101,"El Djeloud, Sahara, Algeria"
43103,"Streamtown Bay, Clifden, Connemara, Ireland"
43107,"Fossbekk, Evje, Iveland, Norway"
43114,"Libiola, Sestri Levante, Ligurien, Italy"
43115,"N'chwaning, Kalahari, South Africa"
43117,"Salsigne, Dépt. Aude, Pyrénées, France"
43120,"Baja Mare, Maramures, Romania"
43122,"Sopat, Dusso, Kohistan, Pakistan"
43124,"Pico do Veado, Selvagem, Spain"
43125,"Bobrovka, Ural, USSR"
43128,"Pinge Rieckensglück, Schmalenberg, Germany"
43129,"Pinge Rieckensglück, Schmalenberg, Bad Homburg, Germany"
43130,"Sandiaes, Coimbra, Portugal"
43131,"Viseu, Portugal"
43132,"Serra da Gralheira (zw. Porto + Viseu), Portugal"
43133,"Minkowcy, Uschitzatal, Podolien, Ukraine"
43142,"Bou Jaber, Tunisia"
43144,"Erdöhorvati, Zemplen-Gebirge, Hungary"
43146,"Tunnel Rüdersdorf, Berlin, Germany"
43150,"Urberg, Schwarzwald, Germany"
43151,"Mine Boubkar, Oujda, Morocco"
43152,"Anif, Morocco"
43153,"Ibiajaba, Bahia, Brazil"
43154,"Andrassy-II-Revier, Rudabanya, Hungary"
43155,"Jagdhütte von Kozar, Mecsek-Gebirge, Hungary"
43156,"Aioli, Mibladen, Morocco"
43158,"Altenmittlau, Freigericht, Hanau, Hesse, Germany"
43159,"Kyffhäuser, Thuringia, Germany"
43161,"Kolvezi, Zaire"
43163,"Cavo, Island Elba, Italy"
43164,"Mina Ginevro, Calamita, Island Elba, Italy"
43165,"Les Redoutières, Chaillac, Indre, France"
43166,"Hohentalschacht, Mansfeld, Eisleben, Ost-Harz, Germany"
43167,"Sarbaj, Kazakhstan, USSR"
43169,"21. Mine (Urangrube), Przibram, Bohemia, Czechoslovakia"
43170,"Cavradischlucht, Val Curnera, Tavetsch, Grisons, Switzerland"
43172,"Derbyshire, England, United Kingdom"
43173,"Serpiano, Ticino, Switzerland"
43174,"Cäcilia-Stollen, Wölsendorf, Oberpfalz, Germany"
43189,"Mashamba, Zaire"
43193,"Open Pit, Pinal County, USA"
43194,"Val del Ör, Rossa, Grisons, Switzerland"
43197,"Campomorto, Montalto di Castro, Toscana, Italy"
43199,"Himmelsfürst, Freiberg, Saxony, Germany"
43200,"Butzen(stollen), Amsteg, Uri, Switzerland"
43203,Turkey
43207,"Tasna, Süd-Bolivien"
43208,"Dodo, Polar-Ural, USSR"
43210,"Inturup, Kuril, USSR"
43211,"Animas-Chocaya, Dept. Potosi, Bolivia"
43212,"Riedingalm, Lungau, Salzburg, Austria"
43213,"Ausserferrera (Ferrera), Grisons, Switzerland"
43214,"Dashkesan, Azerbeidschan, USSR"
43216,"Cananea, Sonora, Mexico"
43219,"Monte Cerboli, Val Cecina, Toscana, Italy"
43221,"Sweet Home Mine, Alma, Colorado, USA"
43222,"Phonolithsteinbruch Oberwiesental, Erzgebirge, Germany"
43226,"Huppergrube Lausen, Basel-Landschaft, Switzerland"
43227,"Mount Eveslogchorr, Khibiny-Massiv, Halbinsel Kola, Russia"
43228,"Mina Amianto Aveco, Tinaquillo, Estado Cojedes, Venezuela"
43229,"Val d'Es-cha, Zuoz, Grisons, Switzerland"
43201,"Mitholz, Kandergrund, Bern, Switzerland"
43233,"Goldbergwerk ""La Guia"" Macugnaga, Val Anzasca, Italy"
43234,"Benken, Zürich, Switzerland"
43236,"Betafo, Antsirebé, Madagascar"
43237,"Lyseur-Tal, Tyrol, Austria"
43239,"Yaogang Xian, Province Hunan, China"
43241,"Francon Quarry, Montreal, Québec, Canada"
43242,"Alp Serenastga, Lumbrein, Grisons, Switzerland"
43243,"unterh. Villa, Luganer, Grisons, Switzerland"
43244,"Mont Saint-Hilaire, Québec, Canada"
43205,"Kraftwerk Birsfelden, Birsfelden, Basel-Landschaft, Switzerland"
43246,"Árbola, Passo del Forno, Italy"
43247,"Maharitra, Madagascar"
43250,"Val Verzasca, Lavertezzo, Ticino, Switzerland"
43276,"Gorb, Binntal-Lärcheltini, Valais, Switzerland"
43283,"Pardatsch, Val Nalps, Tavetsch, Grisons, Switzerland"
43284,"Passo di Cadonighino, Ticino, Switzerland"
43285,"Hospental, Urseren, Uri, Switzerland"
43286,"Kassandra, Chalkidiki, Stratoniki/Saloniki, Greece"
43287,"Mine Teufelsgrund, Untermünstertal, Schwarzwald, Germany"
43289,"Nägelisgrätli, Haslital, Bern, Switzerland"
43290,"Príbram, Südböhmen, Tschechische Republik"
43293,"Fuente Valoria, Province Logrono, Spain"
43295,"Wildegg, Aargau, Switzerland"
43297,"Diegten, Baselland, Switzerland"
43298,"Leinigen, Bern, Switzerland"
43299,"Alstaden, Oberhausen, Germany"
43300,"Giebenach, Baselland, Switzerland"
43301,"Liesberg, Birstal, Basel-Land, Switzerland"
43302,"Chambers Gorge, South Australia, Australia"
43303,"Jura (Gebirge), Switzerland"
43304,"Solivabach, Curvaglia, Grisons, Switzerland"
43306,Israel
43307,"Quarry Stapfen, Ettingen, Baselland, Switzerland"
43308,"Alp Froda, Val Canaria, Ticino, Switzerland"
43309,"Extertal, Lippe/NRW, Germany"
43311,"Ambas Aguas, Logrono, Spain"
43312,"Tunnel Mittal-Hohtenn, Lötschental, Valais, Switzerland"
43313,"Griesserental, Maderanertal, Uri, Switzerland"
43315,"Arvigo, Val Calanca, Grisons, Switzerland"
43316,"Calanda, Grisons, Switzerland"
43317,"Simplontunnel, Brig, Valais, Switzerland"
43320,"Djebel Ain Barbar, Algeria"
43322,"Trin (Trins), Grisons, Switzerland"
43325,"Chivor Smaragdmine, Colombia"
43327,"Furka, Hospental, Uri, Switzerland"
43335,"Lukmanierschlucht, Val Medel, Grisons, Switzerland"
43336,"Rio Marina, Val Giove, Island Elba, Italy"
43337,"Schwarze Lütschine, Berner Oberland, Bern, Switzerland"
43338,"unteres Rauracien, Liesberg, Birstal, Basel-Land, Switzerland"
43340,"Piz Culmatsch, Tavetsch, Grisons, Switzerland"
43341,"Gotthard-Strassentunnel SP, Ticino, Switzerland"
43342,"Ulrichen, Nufenenstrasse, Goms, Valais, Switzerland"
43343,"Cadagno di dentro am Lago Cadagno, Val Piora, Ticino, Switzerland"
43344,"Sulitjelma, Norland, Norway"
43345,"Terranera, Porto Azurro, Island Elba, Italy"
43350,"Pizzo Rosetto (Lukmanier-Süd), Ticino, Switzerland"
43351,"Feldbachtal, Binntal, Valais, Switzerland"
43353,"Quarry Seider, Malsburg, Schwarzwald, Germany"
43354,"Ruinas, Medelserschlucht, Grisons, Switzerland"
43357,"Tunnel Brunnenberg near Lausen, Baselland, Switzerland"
43360,"Hohtenn-Tunnel, Lötschental, Valais, Switzerland"
43366,"Adit B, Lombong Bintang Trengganu, Kemaman Trengganu, Malaysia"
43367,"Tongrube der Ziegelei, Allschwil, Baselland, Switzerland"
43368,"Portlandzementgrube, Unterer Hauenstein, Jura, Switzerland"
43371,"St. Claire, Pennsylvania, USA"
43372,"Oranda, Transylvania, Romania"
43374,"an der Birs near Münchenstein, Baselland, Switzerland"
43375,"Grossalmerode, Hesse, Germany"
43376,"Neuewelt near Münchenstein, Baselland, Switzerland"
43379,"Route 10, Sherbrooke, Québec, Canada"
43380,"Santa Rita, New Mexico, USA"
43381,"Arneas, Greece"
43382,"Spruce Claim, Kirig County, Washington, USA"
43383,"Furggbach, Baltschiedertal, Valais, Switzerland"
43385,"Cino Pit, Santa Rita, New Mexico, USA"
43386,"Gavorrano, Grosseto/Toscana, Italy"
43522,"San Piero in Campo, Island Elba, Italy"
43524,"Mine l'Étoile, Musonoi, Dem. Rep. Congo (Zaire)"
43525,"Kunar-Tal, Afghanistan"
43530,"Gundersheimer Alm, Griminitzen, Gailtal, Kärnten, Austria"
43532,"Ettringer Bellerberg, Laacher See, Eifel, Rh.-Pf., Germany"
43533,"Ettringer Bellerberg, Mayen-Koblenz, Eifel, Rh.-Pf., Germany"
43534,"Mendig, Mayen-Koblenz, Eifel, Rh.-Pf., Germany"
43535,"Mine North, Cap Garonne near Toulon, Dépt. Var, France"
43536,"Cetine Di Cotorniano, Siena/Toscana, Italy"
43539,"N. Wilson Pit, Wilson Springs, Garland County, Arkansas, USA"
43540,"Paramirim Region, Süd-Bahia, Brazil"
43541,"Manganese Mine, Copper Harbor, Michigan, USA"
43546,"Male Bystroe, Russia"
43547,"Karabasch, Miask, Ural, Russia"
43550,"Kank b. Kutná Hora, Bohemia, Tschechische Republik"
43551,"Galileia, Minas Gerais, Brazil"
43552,Saudi Arabia
43553,"Kudryaviy Vulkan, Island Iturup, Russia"
43556,"Demix Quarry, Varennes, Québec, Canada"
43557,"Svartberggruven, Dalarna, Sweden"
43559,"Copper Creek, Pinal County, Arizona, USA"
43560,"Sunnyside Mine, Lake Emma, Silverton, Colorado, USA"
43561,"Ross Hannibal Mine, Lawrence County, South Dakota, USA"
43562,"Dobsina, Zips. Szepes, Slovakei"
43563,"Stríbro, Tschechische Republik"
43564,"Alto Chapare, Bolivia"
43565,"Fuji-Mine, Nondo, Fukui Pref., Japan"
43566,"Mine des Rois, Dallet, Dépt. Puy-de-Dôme, France"
43567,"Yukspor, Khibina, Halbinsel Kola, Russia"
43568,"Folgosinho, Portugal"
43569,"Hardrangedvidda, Norway"
43570,"Facenda Guariba, Presidente Kubitchek City, Minas Gerais, Brazil"
43571,"San Venanzo, Terni/Umbrien, Italy"
43572,"Norra Kärr, Gärra, Jönköping, Sweden"
43575,"Mangabeira-Granitmassiv, Goyaz, Brazil"
43577,"Kombat, Namibia"
43578,"Ajo-Mine, Arizona, USA"
43580,"Punta Pricta, Baja California, Mexico"
43581,"Piaui, Brazil"
43582,"Westufer des Payettel-Sees near Mc. Call, Idaho, USA"
43591,"Sierra Corda, Chile"
43592,"Gyöngyösoroszi, Matra Gebirge, Hungary"
43593,"Karoly-Stollen, Gyöngyösoroszi, Matra Gebirge, Hungary"
43594,"Dara-i-Pioz, Tajikistan"
43595,"Potosi, Santa Eulalia, Chihuahua, Mexico"
43596,"Lautaro, Atacama, Chile"
43597,"Mina Emma Luisa, Huanaco, Chile"
43602,"Belzheim, Nürtingen, Ries, Germany"
43603,"Maharashtra, India"
43604,"Oldríchov, Tachov, Tschechische Republik"
43607,"Panoche Valley, San Benito County, California, USA"
43608,"Kami, Bolivia"
43609,"Mina il Carletto, Sampéyre, Varaita, Italy"
43611,"Aranybanya-Telèr (Gold-Bergwerk-Gang), Gyöngyösoroszi, Matra Gebirge, Hungary"
